date,hour,day_of_week,is_weekend,month,is_public_holiday,avg_speed_kmh,traffic_volume_veh_per_hr,road_capacity_veh_per_hr,vc_ratio,temperature_celsius,rainfall_mm_per_hr,humidity_percent,wind_speed_kmh,air_quality_index_aqi,tourist_arrival_index,school_hour_flag,workday_flag,special_event_type
2025-01-03,5,Friday,0,1,0,48.0,1150,4800,0.23958333333333334,25.7,0.0,92,8.2,50,0.63,0,1,none
2025-01-03,6,Friday,0,1,0,49.2,1100,4800,0.22916666666666666,26.3,0.0,91,8.7,48,0.63,0,1,none
2025-01-03,7,Friday,0,1,0,31.2,3900,4800,0.8125,27.1,0.0,89,9.1,56,0.63,1,1,none
2025-01-03,10,Friday,0,1,0,42.6,1950,4800,0.40625,30.0,0.0,81,10.9,53,0.63,0,1,none
2025-01-03,13,Friday,0,1,0,46.2,1600,4800,0.3333333333333333,30.8,0.0,79,11.6,50,0.63,0,1,none
2025-01-03,15,Friday,0,1,0,44.3,1700,4800,0.3541666666666667,30.0,0.0,83,10.3,54,0.63,0,1,none
2025-01-03,16,Friday,0,1,0,43.1,1770,4800,0.36875,29.6,0.0,85,9.7,56,0.63,0,1,none
2025-01-03,17,Friday,0,1,0,26.6,4300,4800,0.8958333333333334,28.8,0.0,87,9.1,58,0.63,0,1,none
2025-01-03,18,Friday,0,1,0,24.2,4700,4800,0.9791666666666666,28.3,0.0,88,8.6,60,0.63,0,1,none
2025-01-03,19,Friday,0,1,0,27.4,4100,4800,0.8541666666666666,27.9,0.0,89,8.2,59,0.63,0,1,none
2025-01-03,21,Friday,0,1,0,39.9,1900,4800,0.3958333333333333,27.2,0.0,91,7.5,55,0.63,0,1,none
2025-01-03,22,Friday,0,1,0,41.3,1700,4800,0.3541666666666667,26.8,0.0,92,7.1,53,0.63,0,1,none
2025-01-04,0,Saturday,1,1,0,47.5,900,4800,0.1875,26.3,0.0,91,7.8,54,0.63,0,0,none
2025-01-02,14,Thursday,0,1,0,44.8,1660,4800,0.3458333333333333,30.4,3.08,81,10.9,52,0.63,0,1,none
2025-01-03,2,Friday,0,1,0,44.4,1300,4800,0.2708333333333333,25.8,2.03,93,6.7,55,0.63,0,1,none
2025-01-03,8,Friday,0,1,0,27.8,4300,4800,0.8958333333333334,28.3,1.79,86,9.8,59,0.63,1,1,none
2025-01-03,12,Friday,0,1,0,45.7,1650,4800,0.34375,30.9,2.26,78,11.8,49,0.63,0,1,none
2025-01-03,20,Friday,0,1,0,38.5,2200,4800,0.4583333333333333,27.6,1.08,90,7.9,57,0.63,0,1,none
2025-01-04,17,Saturday,1,1,0,61.9,340,4800,0.07083333333333333,29.0,0.0,87,9.1,49,0.63,0,0,none
2025-01-04,18,Saturday,1,1,0,62.5,320,4800,0.06666666666666667,28.5,0.0,88,8.6,51,0.63,0,0,none
2025-01-04,19,Saturday,1,1,0,63.1,300,4800,0.0625,28.1,0.0,89,8.2,52,0.63,0,0,none
2025-01-04,21,Saturday,1,1,0,64.3,260,4800,0.05416666666666667,27.3,0.0,91,7.6,54,0.63,0,0,none
2025-01-04,20,Saturday,1,1,0,63.7,280,4800,0.058333333333333334,27.7,1.93,90,7.9,53,0.63,0,0,none
2025-01-05,16,Sunday,1,1,0,68.4,260,4800,0.05416666666666667,29.9,2.13,85,9.8,47,0.63,0,0,none
2025-01-06,18,Monday,0,1,0,26.9,4550,4800,0.9479166666666666,28.5,0.0,88,8.8,60,0.63,0,1,none
2025-01-06,19,Monday,0,1,0,30.1,3950,4800,0.8229166666666666,28.1,0.0,89,8.4,59,0.63,0,1,none
2025-01-06,20,Monday,0,1,0,38.4,2200,4800,0.4583333333333333,27.8,0.0,90,8.1,57,0.63,0,1,none
2025-01-06,21,Monday,0,1,0,39.8,1900,4800,0.3958333333333333,27.4,0.0,91,7.7,55,0.63,0,1,none
2025-01-08,19,Wednesday,0,1,0,29.9,3950,4800,0.8229166666666666,27.8,0.0,89,8.1,59,0.69,0,1,none
2025-01-08,20,Wednesday,0,1,0,38.2,2200,4800,0.4583333333333333,27.5,0.0,90,7.8,57,0.69,0,1,none
2025-01-11,14,Saturday,1,1,0,53.5,800,4800,0.16666666666666666,30.0,0.0,82,10.4,43,0.69,0,1,motorshow
2025-01-11,15,Saturday,1,1,0,53.0,850,4800,0.17708333333333334,29.5,0.0,84,9.9,45,0.69,0,1,motorshow
2025-01-11,16,Saturday,1,1,0,52.5,900,4800,0.1875,29.1,0.0,86,9.4,47,0.69,0,1,motorshow
2025-01-11,17,Saturday,1,1,0,52.0,950,4800,0.19791666666666666,28.7,0.0,88,8.9,49,0.69,0,1,motorshow
2025-01-13,23,Sunday,1,1,0,73.0,120,4800,0.025,26.7,0.0,92,7.2,56,0.69,0,0,none
2025-01-14,0,Tuesday,0,1,0,43.6,1420,4800,0.29583333333333334,26.5,0.0,91,8.0,54,0.69,0,1,none
2025-01-14,1,Tuesday,0,1,0,44.8,1370,4800,0.28541666666666665,26.3,0.0,92,7.5,55,0.69,0,1,none
2025-01-14,2,Tuesday,0,1,0,46.0,1320,4800,0.275,26.1,0.0,93,7.1,56,0.69,0,1,none
2025-01-16,12,Thursday,0,1,0,45.6,1680,4800,0.35,31.0,0.0,78,11.9,49,0.66,0,1,none
2025-01-16,13,Thursday,0,1,0,46.1,1630,4800,0.33958333333333335,30.9,0.0,79,11.7,50,0.66,0,1,none
2025-01-16,14,Thursday,0,1,0,45.7,1660,4800,0.3458333333333333,30.6,0.0,81,11.1,52,0.66,0,1,none
2025-01-16,15,Thursday,0,1,0,44.2,1730,4800,0.36041666666666666,30.1,0.0,83,10.4,54,0.66,0,1,none
2025-01-19,3,Sunday,1,1,0,58.8,650,4800,0.13541666666666666,26.0,0.0,93,7.6,54,0.66,0,0,none
2025-01-19,5,Sunday,1,1,0,61.2,550,4800,0.11458333333333333,26.0,0.0,92,8.6,51,0.66,0,0,none
2025-01-19,6,Sunday,1,1,0,62.4,500,4800,0.10416666666666667,26.6,0.0,91,9.1,49,0.66,0,0,none
2025-01-19,7,Sunday,1,1,0,63.6,450,4800,0.09375,27.5,0.0,89,9.5,47,0.66,0,0,none
2025-01-21,15,Tuesday,0,1,0,45.9,1730,4800,0.36041666666666666,30.4,0.0,83,10.7,54,0.69,0,1,none
2025-01-21,16,Tuesday,0,1,0,44.7,1800,4800,0.375,30.0,0.0,85,10.1,56,0.69,0,1,none
2025-01-21,17,Tuesday,0,1,0,31.5,4150,4800,0.8645833333333334,29.2,0.0,87,9.5,58,0.69,0,1,none
2025-01-21,18,Tuesday,0,1,0,28.1,4550,4800,0.9479166666666666,28.7,0.0,88,9.0,60,0.69,0,1,none
2025-01-21,19,Tuesday,0,1,0,31.3,3950,4800,0.8229166666666666,28.3,0.0,89,8.6,59,0.69,0,1,none
2025-01-23,23,Thursday,0,1,0,43.2,1550,4800,0.3229166666666667,26.6,0.0,92,7.0,52,0.69,0,1,none
2025-01-24,0,Friday,0,1,0,43.0,1400,4800,0.2916666666666667,26.4,0.0,91,7.8,54,0.66,0,1,none
2025-01-24,1,Friday,0,1,0,44.2,1350,4800,0.28125,26.2,0.0,92,7.3,55,0.66,0,1,none
2025-01-24,2,Friday,0,1,0,45.4,1300,4800,0.2708333333333333,26.0,0.0,93,6.9,56,0.66,0,1,none
2025-01-26,10,Sunday,1,1,0,65.6,380,4800,0.07916666666666666,30.4,0.0,81,11.0,42,0.66,0,0,none
2025-01-26,11,Sunday,1,1,0,66.2,360,4800,0.075,31.0,0.0,79,11.5,41,0.66,0,0,none
2025-01-26,12,Sunday,1,1,0,66.8,340,4800,0.07083333333333333,31.3,0.0,78,11.9,40,0.66,0,0,none
2025-01-28,19,Tuesday,0,1,0,31.6,3950,4800,0.8229166666666666,28.4,0.0,89,8.4,59,0.69,0,1,cny_eve
2025-01-28,20,Tuesday,0,1,0,39.9,2200,4800,0.4583333333333333,28.1,0.0,90,8.1,57,0.69,0,1,cny_eve
2025-01-28,21,Tuesday,0,1,0,41.3,1900,4800,0.3958333333333333,27.7,0.0,91,7.7,55,0.69,0,1,cny_eve
2025-01-28,22,Tuesday,0,1,0,42.7,1700,4800,0.3541666666666667,27.3,0.0,92,7.4,53,0.69,0,1,none
2025-01-31,0,Friday,0,1,0,43.4,1400,4800,0.2916666666666667,26.4,0.0,92,7.9,54,0.63,0,1,none
2025-01-31,1,Friday,0,1,0,44.6,1350,4800,0.28125,26.2,0.0,93,7.4,55,0.63,0,1,none
2025-02-01,8,Saturday,1,2,0,56.0,520,4800,0.10833333333333334,27.0,0.0,88,10.0,50,0.64,0,0,none
2025-02-01,9,Saturday,1,2,0,57.0,500,4800,0.10416666666666667,28.0,0.0,86,10.5,48,0.64,0,0,none
2025-02-01,10,Saturday,1,2,0,58.0,480,4800,0.1,29.0,0.0,84,11.0,47,0.64,0,0,none
2025-02-03,14,Monday,0,2,0,46.0,1660,4800,0.3458333333333333,31.8,0.0,81,11.2,49,0.66,0,1,none
2025-02-03,15,Monday,0,2,0,44.5,1730,4800,0.36041666666666666,31.3,0.0,83,10.7,51,0.66,0,1,none
2025-02-06,6,Thursday,0,2,0,51.4,1120,4800,0.23333333333333334,25.0,0.0,92,8.5,55,0.69,0,1,none
2025-02-06,7,Thursday,0,2,0,32.4,3950,4800,0.8229166666666666,26.0,0.0,90,9.0,53,0.69,1,1,none
2025-02-10,17,Monday,0,2,0,31.4,4150,4800,0.8645833333333334,30.0,0.0,87,9.7,55,0.66,0,1,none
2025-02-10,18,Monday,0,2,0,28.0,4550,4800,0.9479166666666666,29.5,0.0,88,9.2,57,0.66,0,1,none
2025-02-10,19,Monday,0,2,0,31.2,3950,4800,0.8229166666666666,29.0,0.0,89,8.7,58,0.66,0,1,none
2025-02-13,12,Thursday,0,2,0,46.7,1680,4800,0.35,31.5,0.0,81,11.7,46,0.68,0,1,none
2025-02-13,13,Thursday,0,2,0,47.2,1630,4800,0.33958333333333335,32.0,0.0,80,11.5,47,0.68,0,1,none
2025-02-13,14,Thursday,0,2,0,46.8,1660,4800,0.3458333333333333,31.8,0.0,81,11.0,49,0.68,0,1,none
2025-02-15,20,Saturday,1,2,0,63.8,300,4800,0.0625,27.7,0.0,91,8.4,58,0.71,0,0,none
2025-02-15,21,Saturday,1,2,0,64.3,280,4800,0.058333333333333334,27.2,0.0,92,7.9,59,0.71,0,0,none
2025-02-15,22,Saturday,1,2,0,64.8,260,4800,0.05416666666666667,26.7,0.0,93,7.4,60,0.71,0,0,none
2025-02-18,7,Tuesday,0,2,0,32.6,3950,4800,0.8229166666666666,26.5,0.0,90,9.3,51,0.67,1,1,none
2025-02-18,8,Tuesday,0,2,0,29.2,4350,4800,0.90625,27.5,0.0,88,9.8,50,0.67,1,1,none
2025-02-18,9,Tuesday,0,2,0,30.9,4050,4800,0.84375,28.5,0.0,86,10.3,49,0.67,1,1,none
2025-02-18,10,Tuesday,0,2,0,43.4,1980,4800,0.4125,29.5,0.0,84,10.8,48,0.67,0,1,none
2025-02-18,11,Tuesday,0,2,0,45.7,1780,4800,0.37083333333333335,30.5,0.0,82,11.3,47,0.67,0,1,none
2025-02-18,12,Tuesday,0,2,0,46.5,1680,4800,0.35,31.5,0.0,81,11.7,46,0.67,0,1,none
2025-02-18,13,Tuesday,0,2,0,47.0,1630,4800,0.33958333333333335,32.0,0.0,80,11.5,47,0.67,0,1,none
2025-02-18,14,Tuesday,0,2,0,46.6,1660,4800,0.3458333333333333,31.8,0.0,81,11.0,49,0.67,0,1,none
2025-02-20,10,Thursday,0,2,0,44.0,1980,4800,0.4125,29.7,0.0,84,10.8,48,0.67,0,1,none
2025-02-20,11,Thursday,0,2,0,46.3,1780,4800,0.37083333333333335,30.7,0.0,82,11.3,47,0.67,0,1,none
2025-02-23,23,Sunday,1,2,0,73.5,120,4800,0.025,26.8,0.0,92,6.8,62,0.67,0,0,none
2025-02-24,0,Monday,0,2,0,44.0,1420,4800,0.29583333333333334,25.0,0.0,93,8.0,55,0.67,0,1,none
2025-02-26,11,Wednesday,0,2,0,45.7,1780,4800,0.37083333333333335,30.7,0.0,82,11.5,46,0.67,0,1,none
2025-02-26,12,Wednesday,0,2,0,46.5,1680,4800,0.35,31.7,0.0,81,12.0,47,0.67,0,1,none
2025-02-26,13,Wednesday,0,2,0,47.0,1630,4800,0.33958333333333335,32.2,0.0,80,11.8,48,0.67,0,1,none
2025-02-26,14,Wednesday,0,2,0,46.6,1660,4800,0.3458333333333333,32.0,0.0,81,11.3,50,0.67,0,1,none
2025-02-28,15,Friday,0,2,0,45.5,1780,4800,0.37083333333333335,31.5,0.0,83,10.8,54,0.64,0,1,none
2025-02-28,16,Friday,0,2,0,44.3,1850,4800,0.3854166666666667,31.0,0.0,85,10.3,56,0.64,0,1,none
2025-03-03,3,Monday,0,3,0,47.6,1270,4800,0.26458333333333334,24.5,0.0,94,7.7,58,0.65,0,1,none
2025-03-03,5,Monday,0,3,0,50.0,1170,4800,0.24375,24.6,0.0,93,8.7,55,0.65,0,1,none
2025-03-03,6,Monday,0,3,0,51.2,1120,4800,0.23333333333333334,25.5,0.0,92,9.2,53,0.65,0,1,none
2025-03-03,7,Monday,0,3,0,32.0,3950,4800,0.8229166666666666,26.5,0.0,90,9.7,51,0.65,1,1,none
2025-03-03,8,Monday,0,3,0,28.6,4350,4800,0.90625,27.5,0.0,88,10.2,50,0.65,1,1,none
2025-03-05,12,Wednesday,0,3,0,46.7,1680,4800,0.35,31.7,0.0,81,12.6,46,0.67,0,1,none
2025-03-05,13,Wednesday,0,3,0,47.2,1630,4800,0.33958333333333335,32.2,0.0,80,12.4,47,0.67,0,1,none
2025-03-07,19,Friday,0,3,0,31.8,4050,4800,0.84375,29.3,0.0,89,9.6,57,0.68,0,1,none
2025-03-10,6,Monday,0,3,0,51.4,1120,4800,0.23333333333333334,25.7,0.0,92,9.4,53,0.66,0,1,none
2025-03-10,7,Monday,0,3,0,32.2,3950,4800,0.8229166666666666,26.7,0.0,90,9.9,51,0.66,1,1,none
2025-03-10,8,Monday,0,3,0,28.8,4350,4800,0.90625,27.7,0.0,88,10.4,50,0.66,1,1,none
2025-03-10,9,Monday,0,3,0,30.5,4050,4800,0.84375,28.7,0.0,86,10.9,49,0.66,1,1,none
2025-03-10,10,Monday,0,3,0,43.2,1980,4800,0.4125,29.7,0.0,84,11.4,48,0.66,0,1,none
2025-03-12,10,Wednesday,0,3,0,43.4,1980,4800,0.4125,29.8,0.0,84,11.8,48,0.67,0,1,none
2025-03-12,11,Wednesday,0,3,0,45.7,1780,4800,0.37083333333333335,30.8,0.0,82,12.3,47,0.67,0,1,none
2025-03-14,19,Friday,0,3,0,31.8,4050,4800,0.84375,29.3,0.0,89,9.6,57,0.69,0,1,none
2025-03-17,7,Monday,0,3,0,32.0,3950,4800,0.8229166666666666,26.7,0.0,90,10.1,51,0.67,1,1,none
2025-03-17,8,Monday,0,3,0,28.6,4350,4800,0.90625,27.7,0.0,88,10.6,50,0.67,1,1,none
2025-03-19,15,Wednesday,0,3,0,45.1,1730,4800,0.36041666666666666,31.6,0.0,83,11.6,51,0.68,0,1,none
2025-03-19,16,Wednesday,0,3,0,44.3,1800,4800,0.375,31.1,0.0,85,11.1,53,0.68,0,1,none
2025-03-21,23,Friday,0,3,0,44.3,1650,4800,0.34375,27.3,0.0,92,7.6,61,0.7,0,1,none
2025-03-22,0,Saturday,1,3,0,48.2,920,4800,0.19166666666666668,25.4,0.0,93,9.0,58,0.72,0,0,none
2025-03-24,7,Monday,0,3,0,32.2,3950,4800,0.8229166666666666,26.9,0.0,90,10.1,51,0.68,1,1,none
2025-03-24,8,Monday,0,3,0,28.8,4350,4800,0.90625,27.9,0.0,88,10.6,50,0.68,1,1,none
2025-03-24,9,Monday,0,3,0,30.5,4050,4800,0.84375,28.9,0.0,86,11.1,49,0.68,1,1,none
2025-03-24,10,Monday,0,3,0,43.2,1980,4800,0.4125,29.9,0.0,84,11.6,48,0.68,0,1,none
2025-03-26,17,Wednesday,0,3,0,32.0,4200,4800,0.875,30.3,0.0,87,10.6,55,0.71,0,1,fiba_3x3_qualifying
